"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"No. of IMG inlinks"
"0"	"https://cindemirlaw.com/chinese/wp-content/uploads/2014/11/white-1-copy-150x150.jpg"	""	"text/html; charset=iso-8859-1"	"false"	"404"	"1"
"0"	"https://cindemirlaw.com/russian/wp-content/uploads/2014/11/white-5-copy-150x150.jpg"	""	"text/html; charset=iso-8859-1"	"false"	"404"	"1"
"0"	"https://cindemirlaw.com/chinese/wp-content/uploads/2014/11/white-2-copy-150x150.jpg"	""	"text/html; charset=iso-8859-1"	"false"	"404"	"1"
"0"	"https://cindemirlaw.com/russian/wp-content/uploads/2014/11/white-2-copy-150x150.jpg"	""	"text/html; charset=iso-8859-1"	"false"	"404"	"1"
""	"https://idsb.tmgrup.com.tr/site/v1/i/daily-sabah-kategori-logo.svg"	""	"text/html"	"false"	"403"	"1"
""	"https://d.barobirlik.org.tr/amblem/tbb_amblem_60.png"	""	"text/html; charset=utf-8"	"false"	"403"	"305"
