"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"Organic traffic"	"Is indexable page"	"Canonical URL"	"Canonical URL code"	"No. of canonical inlinks"	"No. of all inlinks"	"First found at"
"0"	"https://cindemirlaw.com/contacts/?lang=zh-hans"	"Contact Legal Lawyers in Istanbul | Cindemir Law Office"	"text/html; charset=utf-8"	"false"	"200"	"0"	"false"	"https://cindemirlaw.com/contacts-2/?lang=zh-hans"	"404"	"0"	"2"	"https://cindemirlaw.com/contacts/"
