"Link type"	"Is nofollow"	"Source URL"	"Source HTTP status code"	"Target URL"	"Target HTTP status code"	"Target no-crawl reason"	"Alt attribute"	"Is source canonical"	"Is source noindex"	"Is link self-referencing"
"Image"	"false"	"https://cindemirlaw.com/ottoman-archival-documents-and-their-role-in-legal-and-historical-investigations/"	"200"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png"	"200"	""	"Русский"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/principle-of-family-unity-deportation-procedures-and-protection-of-family-unity-for-deportees/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/compensation-of-damages-for-foreign-victims-due-to-terror-under-turkish-law/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%BE%D1%8F%D0%B7%D1%8B%D1%87%D0%BD%D1%8B%D0%B9-%D1%8E%D1%80%D0%B8%D1%81%D1%82-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87/?lang=ru"	"200"	"https://cindemirlaw.com/wp-content/themes/enfold/images/layout/logo.png"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/obtaining-an-e-devlet-password-in-turkey-through-a-power-of-attorney/?lang=ru"	"200"	"https://cindemirlaw.com/wp-content/themes/enfold/images/layout/logo.png"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/alternative-dispute-resolutions-in-turkey/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB/?lang=ru"	"200"	"https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png"	"200"	""	"简体中文"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/articles/?lang=zh-hans"	"200"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png"	"200"	""	"English"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/basic-principles-of-turkish-labor-law/"	"200"	"https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png"	"200"	""	"简体中文"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/overcoming-the-5-year-entry-ban-in-turkey-a-path-to-redemption/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/10/540664430-300x200.jpg"	"200"	""	"5-Year Entry Ban in Turkey"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/notice-of-termination-for-employment-contracts-in-turkish-labor-law/"	"200"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png"	"200"	""	"Русский"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/estates-trusts/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/methods-of-debt-collection-in-the-light-of-turkish-law/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/cindemir-law-2/?lang=ru"	"200"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png"	"200"	""	"Русский"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%87%D0%B5%D1%82%D0%B0-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"https://cindemirlaw.com/wp-content/themes/enfold/images/layout/logo.png"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/resolution-in-the-course-of-litigation-proceedings-regarding-turkish-law/"	"200"	"https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png"	"200"	""	"简体中文"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/administration-of-crypto-assets-under-turkish-law/"	"200"	"https://cindemirlaw.com/wp-content/uploads/2020/06/cropped-logoicon-1-1-300x300.jpg"	"200"	""	"Cindemir Law Office"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/embed-list/"	"200"	"https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png"	"200"	""	"简体中文"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/link15/?lang=zh-hans"	"200"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png"	"200"	""	"Русский"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/legal-risks-in-token-launches-how-crypto-startups-can-stay-compliant-across-jurisdictions/"	"200"	"https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png"	"200"	""	"简体中文"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/komanda/"	"200"	"https://cindemirlaw.com/wp-content/uploads/flags/china-flag-xs.png"	"200"	""	"简体中文"	"true"	"false"	"false"
"Image"	"false"	"https://cindemirlaw.com/%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%BE%D1%8F%D0%B7%D1%8B%D1%87%D0%BD%D1%8B%D0%B9-%D1%8E%D1%80%D0%B8%D1%81%D1%82-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87/?lang=ru"	"200"	"https://cindemirlaw.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/ru.png"	"200"	""	"Русский"	"true"	"false"	"false"
